Plateforme,Avis,Notes sur 5
deel.com,"Very good assistance when needed!Very easy going and intuitive steps. When I needed assistance I was promptly helped.Date of experience: January 02, 2023",5
deel.com,"well donenice job and nice service to the employeesDate of experience: January 02, 2023",5
deel.com,"Anastasia the bestDate of experience: January 01, 2023",5
deel.com,"Deel support is absolutely brilliant!!Date of experience: December 31, 2022",5
deel.com,"Raymond was extremely helpful and…Raymond was extremely helpful and replied really fast and solved my queries. He is a gem. Thanks a lot team.Date of experience: December 30, 2022",5
deel.com,"Great costumer experience.Date of experience: December 31, 2022",5
deel.com,"Deel is a great CompanyDeel is a great Company, serious and very reactive when reaching them. Customer service always available. One thing to improve is for them to be available in many Countries. Basically,  it is a great Company.Date of experience: December 29, 2022",4
deel.com,"A Nrw loyal customerIt really loved my experience cause i got a reply within few minutes, so i didn't wait long. Also my probleme was solved immediately and i really appreciated that cause i needed it to be quick. thank you for this and keep it this way cause you're much beter than others and for this you've just got a loyal customerDate of experience: December 29, 2022",5
deel.com,"Excellent Customer ServiceExcellent customer service experience and fast to respond. Happy to be using Deel in our Company.Date of experience: December 30, 2022",5
deel.com,"Amazing customer service!Deel has an amazing customer service and is available 24/7. Whenever i needed some help they always guided me through.Date of experience: December 29, 2022",5
deel.com,"Great customer serviceDate of experience: December 30, 2022",5
deel.com,"super helpful with all my requestssuper helpful with all my requests. This is a new territory for me as a contractor and the support is much appreciated.Date of experience: December 30, 2022",5
deel.com,"Everything went great and fastDate of experience: December 29, 2022",5
deel.com,"The best helpShe understood the problem really fast and help me in a quick and efficient way.Date of experience: December 29, 2022",5
deel.com,"Excellent customer support (Xena)Excellent customer support, quick and swift response and resolution to my issue. Xena is the best.Date of experience: December 28, 2022",5
deel.com,"Clear and concise processDate of experience: December 29, 2022",4
deel.com,"1000/10 - Quality customer support, for sure!First of all, always super friendly, kind, polite, and fast - after that, the ability of the team and the hierarchy flow to solve, or try to, solve issues and help to the best they can is really great.Date of experience: December 29, 2022",5
deel.com,"Best solution for contractorsExcellent customer service and very easy to use platform. Everything is clear and straightforward. I recommend this as your solution for remote workers and contractors. I had an experience with a competitor and even turned down the job because of the terrible experience I had with their provider.Date of experience: December 28, 2022",5
deel.com,"Deel has supreme customer serviceDeel has supreme customer service, is very communicative, and works hard to resolve each concern or issue that arises. We love them!Date of experience: December 28, 2022",5
deel.com,"Deel is the best :DI always have nice experiences with the help center. Everybody is very kind and ready to help.Date of experience: December 29, 2022",5
deel.com,"Quick and friendlyQuick and friendly! I'm new to it but they do help you through!Date of experience: December 28, 2022",5
deel.com,"I had a problem with transfering the…I had a problem with transfering the money. But Help Center was great and they were always there to answer to my questions and solved the problem in the shortest time.Date of experience: December 28, 2022",5
deel.com,"The platform is clear and easy to useThe platform is clear and easy to use, and the customer support is very reactive and helpful. Loved it so far :)Date of experience: December 25, 2022",5
